course_code,course_id,course_name,faculty,school,,keywords,,,,,,#VALUE!,,overview
MGMT3001,MGMT3001Undergraduate,Business and Corporate Strategy,UNSW Business School,School of Management & Gov'nce,,"business,corporate,strategy,busi,management",,,,,,Course Link,,"This course introduces you to the skills necessary to be a successful strategy consultant or a general manager of an established firm or new business venture. Strategy is less about day-to-day operations of the firm and more about positioning the firm, articulating its vision, and designing the firm to achieve competitive advantage. As such, this course provides a detailed excursion into the latest developments in the theory and practice of strategic thinking and strategic management. It examines how organisations in different industries choose their vision and goals, strategically position themselves, and develop firm-specific capabilities to achieve and sustain competitive advantage (success). Our focus will be on enhancing our “strategic thinking” skills by critically reflecting on issues such as shareholder value, environmental-social-governance pillars, and long-term vs short-term horizons."
MGMT3004,MGMT3004Undergraduate,Solving Complex Strategy and Policy Problems,UNSW Business School,School of Management & Gov'nce,,"solving,complex,strategy,policy,problems",,,,,,Course Link,,"In an increasingly complex, uncertain and interconnected world, systems thinking and analysis skills have become a key requirement for managers and policy makers. This course introduces leading edge systems thinking tools that we will apply to solve real business strategy and social policy problems. This includes working throughout the term on a live case with a senior manager from a local organisation (i.e., a not-for profit organisation, government agency or commercial business), culminating in presenting recommendations to the senior management team at the end of the term. Using systems thinking to communicate solutions to complex problems, working as an effective team member, and influencing others to provide innovative strategies and solutions will strengthen students' employability. Also, for BCom students MGMT3004 will satisfy your program requirements to complete a Final Year Synthesis course and also helps you earn myBCom points."
MGMT3101,MGMT3101Undergraduate,International Business Strategy,UNSW Business School,School of Management & Gov'nce,,"international,business,strategy,inte,management",,,,,,Course Link,,"This course covers the fundamentals of strategic management from the perspective of both large and small organisations operating internationally. It thus builds directly on prior studies in international business and focuses on corporate and business level strategies, rather than functional strategies. Particular emphasis is given to the dynamics of the competitive environment and emerging trends and issues in organisation studies and international business."
MGMT3102,MGMT3102Undergraduate,Asia-Pacific Business,UNSW Business School,School of Management & Gov'nce,,"asia,pacific,business,management,design",,,,,,Course Link,,"The focus of this course is to explore and understand the rise of Asian multinational enterprises, and the institutional and policy mechanisms that support them.  We will use theoretical frameworks to explore the nature and source of competitive advantage of latecomer firms, internationalisation processes, and the role of global value chains in catch-up in a dynamic global context. Using your critical analysis and problem-solving skills we will assess practical tools and processes that multinationals from Asia use to navigate dynamic institutional changes in the region. Through case analysis, you will explore how enterprises learn and manage to overcome institutional voids for rapid internationalisation. On a practical level, you will gain analytical skills to evaluate real world scenarios in your professional life and take effective decisions to achieve objectives and solve problems"
MGMT3110,MGMT3110Undergraduate,Integrative Seminar in Global Business,UNSW Business School,School of Management & Gov'nce,,"integrative,seminar,global,business,inte",,,,,,Course Link,,This is a compulsory course for the Bachelor of Commerce (International) degree program. It is normally taken following the completion of the Commerce Overseas Program. MGMT3110 provides you with the opportunity to evaluate and reflect on your experience abroad.
MGMT3701,MGMT3701Undergraduate,Regulating Work and Employment,UNSW Business School,School of Management & Gov'nce,,"regulating,employment,regu,management,design",,,,,,Course Link,,"This course will explore the institutional and regulatory framework that influences the employer/employee relationship in Australia. We will examine the legal dimensions of different modes of employment, remuneration, industrial action, health and safety regulation, termination of employment, as well as equity and discrimination law. The subject is not designed to equip students to practice labour law; nor is prior legal knowledge required or expected. It is, however, intended to help you acquire a good historical, theoretical and practical working knowledge of the Australian legal system pertaining to labour relations. Crucially, through this course, you can learn about your rights and obligations as an employer/practitioner/employee under current Australian legislation."
MGMT3702,MGMT3702Undergraduate,International Human Resource Management,UNSW Business School,School of Management & Gov'nce,,"international,human,resource,management,inte",,,,,,Course Link,,"In this course, you will gain the competencies necessary to effectively navigate and manage human resources management strategies and practices in diverse global contexts. Whether you're aspiring to a leadership role in a multinational corporation or initiating a globally connected startup. International Human Resource Management provides you with in-depth insights and skills into international staffing, training, development, performance assessment, and compensation strategies. Furthermore, you will gain knowledge to cultivate your own global career path."
MGMT3720,MGMT3720Undergraduate,Sustainable and Inclusive HR,UNSW Business School,School of Management & Gov'nce,,"sustainable,inclusive,hr,sust,management",,,,,,Course Link,,"Organisations are under growing pressure to improve sustainability and prioritise diversity, equity, and inclusion (DEI) in response to demands from various stakeholders. The HR function is essential in integrating these practices. This course introduces students to the challenges of sustainability and DEI, exploring HR's role in addressing them. Students will develop strategies for stakeholder collaboration and set measurable DEI goals, creating comprehensive strategies that drive business value and support a diverse and inclusive workforce."
MGMT3721,MGMT3721Undergraduate,Negotiation Skills,UNSW Business School,School of Management & Gov'nce,,"negotiation,skills,nego,management,design",,,,,,Course Link,,"Negotiation Skills aims to empower students with comprehensive knowledge and practical skills necessary to effectively negotiate within personal and professional contexts, emphasising the development of critical thinking, persuasive communication, and collaborative problem-solving capabilities. Students will learn how to identify interests, build rapport, create value, assess power dynamics, manage conflict, and cultivate productive interpersonal relationships to achieve mutually beneficial outcomes. The course includes various activities, such as role plays, where students will gain hands-on experience to practice and refine their approach to negotiations in a supportive learning environment. By the end of the course, students will have developed a comprehensive negotiation toolkit tailored to their individual strengths that can be applied across diverse professional contexts with confidence and professionalism."
MGMT3724,MGMT3724Undergraduate,Strategic Human Resource Management,UNSW Business School,School of Management & Gov'nce,,"strategic,human,resource,management,stra",,,,,,Course Link,,"This course deals with the ways in which strategic thinking can be applied to Human Resource Management. It aims to provide students with opportunities to synthesise managerial strategy issues with HRM processes, in a considered and reflective manner. The course focuses on the way strategies can be formed and enacted in organisations, and on the internal and external environmental contexts from which human resource strategies emerge. It also deals with a range of contemporary issues in human resource management against a backdrop of new and changing people management practices. In this course how can people manage and enhance organisational performance? How can we integrate stakeholder concerns into organisational decisions and strategies? How can strategic thinking underpin HRM activities? What are the barriers to strategic thinking in organisations? What does it mean to be a HR professional?"
MGMT3728,MGMT3728Undergraduate,Managing Pay and Performance,UNSW Business School,School of Management & Gov'nce,,"managing,pay,performance,mana,management",,,,,,Course Link,,"The course will also examine strategies for achieving an efficient and equitable mix of pay methods appropriate to particular levels of the workforce, from senior executives to non-managerial workers. The organisational focus will include the public and private sectors, and the 'gig economy'."
MGMT3729,MGMT3729Undergraduate,Managing Training and Development,UNSW Business School,School of Management & Gov'nce,,"managing,training,development,mana,management",,,,,,Course Link,,"This course examines the theory and practice of training and development. Training and development are essential components of successful and strategic human resource management. In the expedited careers of the modern workplace, the mechanisms by which skills are acquired, accredited, and rewarded are of increasing importance for a broad range of stakeholder groups in organisations. By following the essentials of employee training and development, learning and growth among talent can occur more effectively and efficiently in the pursuit of organisational goals. This course will teach you to apply core principles of training and development to wide applications across individual, group, and organisational levels of analysis."
MGMT3730,MGMT3730Undergraduate,Human Capital Analytics,UNSW Business School,School of Management & Gov'nce,,"human,capital,analytics,huma,management",,,,,,Course Link,,"The subject Human Capital Analytics provides students with the data analytics knowledge, skills, and competencies to effectively address people management in private, public, and not-for-profit organisations. The course introduces students to the central concepts foundational to effective human capital analytics. It also builds skills and competencies around the management, analysis and representation of data via hands-on exercises. The subject explores the role of human capital analytics in helping decision makers to address current and future challenges that organisations face in managing human capital at a tactical and strategic level."
MICR2011,MICR2011Undergraduate,Microbiology 1,Faculty of Science,Sch Biotech & Biomolecular Sci,,"microbiology,micr,management,design,research",,,,,,Course Link,,"Microscopic life pervades every aspect of our lives, influencing our health, diet, and environment. In this course, students will gain an appreciation of the diverse roles that microbes play in our everyday lives. The course starts with a general introduction to microbiology that will discuss cell structure and function, physiology, diversity and phylogeny. The course then focuses on introducing students to specific areas of microbiology: environmental microbiology including metabolism, microbial communities and archaea; microbes and synthetic biology; and, medical microbiology including bacterial, viral and fungal pathogens, as well as food-borne pathogens"
MICR2012,MICR2012Undergraduate,Microbiology for the Pharmaceutical Sciences,Faculty of Science,Sch Biotech & Biomolecular Sci,,"microbiology,pharmaceutical,sciences,micr,management",,,,,,Course Link,,"Microscopic life pervades every aspect of our lives, influencing our health, diet, and environment. In this course students will gain an appreciation of the diverse roles that microbes play in our everyday lives. The course starts with a general introduction to microbiology that will discuss cell structure and function, physiology, diversity and phylogeny. The course then focuses on introducing students to specific areas of microbiology: environmental microbiology including metabolism, microbial communities and archaea; microbes and synthetic biology; and medical microbiology including bacterial, viral, and fungal pathogens, as well as foodborne pathogens. There is additional focus on the pathological processes and pharmaceutical treatment of microbial infections in humans. "
MICR3061,MICR3061Undergraduate,Viruses and Disease,Faculty of Science,Sch Biotech & Biomolecular Sci,,"viruses,disease,viru,management,design",,,,,,Course Link,,"This course explores the biology of human and animal viruses and their unique properties that enable their persistence and spread. Through a series of lectures, tutorials and practicals, the course examines viral structure, classification, molecular virology, laboratory diagnosis, and applications of viruses in biotechnology. The pathogenesis of viral diseases is discussed in the context of virus-host interactions, as is viral replication, vaccination and control of viral infections in the community. The course will outline the common steps used by viruses for successful replication within a host cell, by using examples taken from a set of representative significant animal and human viruses. Studying virology enables a deeper understanding of the function of molecules, cells and has provided fundamental understanding of molecular and cell biology to science in general."
MICR3071,MICR3071Undergraduate,Environmental Microbiology,Faculty of Science,Sch Biotech & Biomolecular Sci,,"environmental,microbiology,envi,management,design",,,,,,Course Link,,"The field of Environmental Microbiology offers great potential for the development of new and innovative strategies for the management and protection of the environment. Microorganisms underpin every environment on Earth. In this course, students learn of the vital role of microbes in marine and terrestrial ecosystems by exploring the dynamic interactions that take place between microbial communities, the surroundings, and higher organisms. Course content covers key themes in contemporary environmental microbiology including microbial diversity and function, adaptation to extreme environments, and biogeochemical cycling. This course actively addresses key UN Sustainable Development Goals, including SDG13 (Climate Action), SD14 (Life Below Water), and SDG15 (Life on Land). This course also engages, values, and incorporates Indigenous Knowledge into learning outcomes. Students will gain theoretical and practical experience in the latest cutting-edge techniques used to study microbial ecosystem function. Laboratory sessions allow students to gain experience in experimental design and practical research skills in the context of mini-research projects involving environmental issues. This course emphasizes how the principles and techniques of Environmental Microbiology can be applied to a range of environmental problems – especially those faced as a result of global climate change - and lead to the development of sustainable resources and commercial applications."
MICR3621,MICR3621Undergraduate,Microbial Genetics (Advanced),Faculty of Science,Sch Biotech & Biomolecular Sci,,"microbial,genetics,micr,management,design",,,,,,Course Link,,"This course provides a broad coverage of material describing the fundamentals of microbial genetics. It is intended for students interested in microbiology, molecular biology and genetics. The course covers fundamentally important and well-established concepts in microbial genetics, while emphasising the latest discoveries that have emerged from contemporary research efforts in the field (presented by senior researchers). Topics typically include genetics of bacteriophages, bacteria, archaea and yeast, mutation and evolution, mechanisms of gene transfer, gene regulation and adaptive responses, and genomics and functional genomics of individual microorganisms and whole microbial communities. The practical component includes contemporary wet-lab microbial genetics experiments that complement lecture material. Students gain experience working with plasmids, bacteriophage, transposons. During the course students construct, screen, and sequence libraries and learn to analyse the sequencing data to identify essential genes. The socioeconomic impact of microbial genetics is also discussed in student presentations. An advanced version of BABS3021 is offered: MICR3621 Microbial Genetics (Advanced). MICR3621 essentially covers the same theoretical content as BAB3021 but differs in that it incorporates an authentic research-focused laboratory component and associated report assignment."
MINE1010,MINE1010Undergraduate,Mineral Resources Engineering,Faculty of Engineering,Minerals Energy Resources Eng,,"mineral,resources,engineering,mine,management",,,,,,Course Link,,"You woke up this morning and most likely looked at your mobile phone. Did you know that this device alone contains about 50 different elements? It must be charged like all of your electronic devices. But how is the electricity produced? Whether it is from renewable energy sources or not, they all rely on metals and minerals to operate or to be built. Wherever you look you see metals and minerals and as remote as it may seem, all these goods started in a pit. In this course you will develop an awareness for the importance of the mining industry in our lives. Together, we will explore how commodities are extracted from the ground and who are involved at various stages of the mining operation. The topics covered in this course include geology, mining, mineral processing, safety, the impact of mining on the environment, and economics. We will also discuss employability in the mining industry, which employs people of various backgrounds (e.g. geologists, mining engineers, civil engineers, mechanical engineers, environmental engineers, process & chemical engineers, lawyers, finance, etc.) and offers competitive salaries. Why not come and learn about one of the pillars of the Australian economy and a potential employer?"
MINE2820,MINE2820Undergraduate,Minerals Processing,Faculty of Engineering,Minerals Energy Resources Eng,,"minerals,processing,mine,management,design",,,,,,Course Link,,"Most minerals must be processed before they are used. In this course, students will be introduced to the various key unit operations and the corresponding physical and chemical processing principles required to achieve mineral recovery from ores. Topics covered include ore handling, comminution, classification, physical separation, flotation, thickening and filtration, leaching, CIP and solvent extraction, and waste management. Some basic analytical tools for processing cost estimates and metallurgical mass balancing are covered. Key sustainability issues are also examined briefly, including the integration of mine to mill, the drive to reduce energy use in crushing and grinding, reduce water usage across all areas of processing, and minimise environmental damage. Some examples of processing routes including critical minerals are provided. "
MINE3220,MINE3220Undergraduate,Resource Estimation,Faculty of Engineering,Minerals Energy Resources Eng,,"resource,estimation,reso,management,design",,,,,,Course Link,,"This course offers specialised software training, linking the theories learned in lectures with real-world practices. You will have hands-on experience with industry mining software that enhances your understanding of resource estimation and provides you with the practical skills necessary to excel in the mining industry."
MINE3230,MINE3230Undergraduate,Mine Planning,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,planning,management,design,research",,,,,,Course Link,,"Mine planning is a fundamental part of Mining Engineering. Mine planning overlays financial and technical evaluations on the underlying geology of an ore deposit. As ore deposits vary in geology, location, size, quality, and economics, the mine planning evaluation will likely lead to various outcomes, such as surface or underground mining or, in some cases, non-progression."
MINE3310,MINE3310Undergraduate,Mining Geomechanics,Faculty of Engineering,Minerals Energy Resources Eng,,"mining,geomechanics,mini,management,design",,,,,,Course Link,,"The course provides students with the fundamental knowledge required to undertake geomechanical investigations and design tasks. This course consists of Soil and Rock Mechanics Modules including the basics of rock and soil behaviours. Soil Mechanics Module comprises of basic soil mechanics, soil classification, phase relationships, effective stress, seepage and flow, compaction and shallow foundations. Rock Mechanics Module consists of rock material and rock mass behaviours, rock mass strength and deformability, strength of discontinuities, basic rock testing, rock mass classification systems, response of rock mass to underground excavation, stress measurement, time dependant and dynamic behaviour of rocks."
MINE3430,MINE3430Undergraduate,Mining Systems,Faculty of Engineering,Minerals Energy Resources Eng,,"mining,systems,mini,management,design",,,,,,Course Link,,"This course presents a systems approach to the principles, design and application of the major surface and underground mining methods together with the associated equipment, services, and infrastructure. The fundamental knowledge gained through this course will be helpful in almost all the undergraduate courses under the mining engineering discipline. ""Learning-by-doing"" method is adopted that provides opportunity to apply the theoretical concepts learnt through lectures into various connected in-class activities."
MINE3510,MINE3510Undergraduate,Mine Ventilation,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,ventilation,management,design,research",,,,,,Course Link,,"This course develops the knowledge and skills in metalliferous and coal mine ventilation practice and environmental control. This course includes various aspects of subsurface ventilation engineering such as airflow and ventilation network analysis, fan selection, ventilation air contaminants, subsurface environment, mine hazards, and management plans. You will be equipped with the essential knowledge to design basic ventilation circles, characterise sources of air contaminants, and propose hazard management plans. You will develop the awareness of safety and business risks associated with mining operations and learn approaches to control the risks through effective ventilation strategies."
MINE3630,MINE3630Undergraduate,Rock Breakage,Faculty of Engineering,Minerals Energy Resources Eng,,"rock,breakage,management,design,research",,,,,,Course Link,,"This course covers the principal methods of rock breakage used in mining including machine mining, drilling and blasting. Machine mining encompasses rock cutting principles, cutting with picks and discs, the design of cutter heads, effect of wear, assessment of rock cuttability, impact breakage and ripping. Drilling encompasses the methods of drilling used in mining and the impact of drilling parameters on performance and selection and costing of drilling equipment. Blasting encompasses the chemistry of explosives and mechanics of explosive-rock interaction, selection of commercial explosives, explosive charging techniques, initiation and delay systems, blast design principles for surface and underground mines, safety, environmental and regulatory management and blast performance assessment and analysis. The course introduces how an emerging rock breakage technology can be applied to mining and illustrates the application of simulation of drill and blast technique to the blast design for surface and underground mines."
MINE3910,MINE3910Undergraduate,Socio-Environmental Aspects of Mining,Faculty of Engineering,Minerals Energy Resources Eng,,"socio,environmental,aspects,mining,soci",,,,,,Course Link,,"This course provides a comprehensive and practical understanding of the socio-environmental impacts, both positive and negative, that mining may have on society. "
MINE4250,MINE4250Undergraduate,Mine Design and Feasibility Project,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,design,feasibility,project,management",,,,,,Course Link,,"This course is about development of a pre-feasibility study for a mining project. Students will have an opportunity to learn via different activities, including assessment of reserves, method selection, layout and optimisation of surface and underground operations, geotechnical design, ventilation design, project risk assessment, mine scheduling, equipment selection, cost estimation, economics/finance, and sustainability, as well as the use of mine design and optimisation software packages."
MINE4310,MINE4310Undergraduate,Mine Geotechnical Engineering,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,geotechnical,engineering,management,design",,,,,,Course Link,,"The course is intended to develop the capability and requisite skills of a mining engineer to build the foundation of knowledge related to the mining and underground excavation geotechnical problems. This foundation provides a basis on applying geomechanics in mining and tunnelling (design and operations), including mine safety, risk assessment and management systems, and impact of geological factors on geotechnical behaviour and design, tailing dam design considerations."
MINE4710,MINE4710Undergraduate,Mine Management,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,management,finance,design,research",,,,,,Course Link,,The course provides an understanding of management principles and perspectives vital to a mine manager's successful running of a mining enterprise
MINE5050,MINE5050Undergraduate,Ground Control Principles and Practice in Underground Coal Mining,Faculty of Engineering,Minerals Energy Resources Eng,,"ground,control,principles,practice,underground",,,,,,Course Link,,"This course explores the principles of rock reinforcement and ground support in underground excavations, focusing on the interaction between mining methods, excavation layouts, and reinforcement systems. You will learn about active and passive support mechanisms, support requirements for different excavation types, ground reaction curves, and load- and displacement-controlled support responses."
MINE5060,MINE5060Undergraduate,Operational Geotechnical Management (Underground Coal Mining),Faculty of Engineering,Minerals Energy Resources Eng,,"operational,geotechnical,management,underground,coal",,,,,,Course Link,,"Risk assessment methodologies and core geotechnical risks in underground coal mining; geotechnical risk management strategies; preparation of strata control management plans; geotechnical hazard mapping; geotechnical instrumentation; role and design of geotechnical measurement and monitoring systems; underground data collection; rock fall recovery techniques; geotechnical audits, quality assurance; geotechnical variability and dealing with non-compliance; geotechnical training; safe operating procedures; use of specialist consultants; geotechnical reporting and management interaction; professional responsibilities and accountabilities."
MINE8120,MINE8120Undergraduate,"Hazard Identification, Risk and Safety Management in Mining",Faculty of Engineering,Minerals Energy Resources Eng,,"hazard,identification,risk,safety,management",,,,,,Course Link,,"Welcome to MINE8120 Hazard Identification, Risk and Safety Management in Mining. This course looks at the principles of risk management and risk management concepts (such as losses, hazards, risks, controls/barriers, and risk analysis and assessment techniques) primarily in mining. Risk management systems and the integration of these systems into other management processes also form a major component of this course, which makes effective use of relevant case study material. The course will also introduce the core geotechnical risks in underground and open cut mining, and how geotechnical risks are managed."
MINE8130,MINE8130Undergraduate,Technology Management and Innovation in Mining,Faculty of Engineering,Minerals Energy Resources Eng,,"technology,management,innovation,mining,tech",,,,,,Course Link,,"Through this course, you will gain an overview of various mining operations and the core technologies involved, explore historical and recent trends in mining technology development, and understand the dynamic management requirements associated with evolving technologies -particularly in diverse resource and economic contexts. You will also have the opportunity to identify innovative and potentially transformative technologies and mining systems."
MINE8680,MINE8680Undergraduate,Geotechnical Data Collection and Analysis,Faculty of Engineering,Minerals Energy Resources Eng,,"geotechnical,data,collection,analysis,geot",,,,,,Course Link,,"This course provides an in-depth exploration of geotechnical data collection and analysis techniques essential for mining engineering. Students will learn about various rock mass classification systems, sources of ground stress, and the application of statistical methods. The course covers the fundamentals of seismic monitoring technologies, data processing, and interpretation, with a focus on real-world case studies."
MINE8710,MINE8710Undergraduate,Mine Slope Stability,Faculty of Engineering,Minerals Energy Resources Eng,,"mine,slope,stability,management,design",,,,,,Course Link,,"This course will deal with the major topics of engineering geology and groundwater controls on surface mining slope stability in the form of discontinuities, variable materials and pore pressures; effect of excavation method and scheduling in pit stability; the fundamental basis of stability analysis; advantages and disadvantages of a range of mathematical models; remedial measures that can be taken to stabilise slopes; pit slope design in the context of overall mine planning. In addition to dealing with the underlying principles, the course may involve workshops and field inspections so that the participants gain hands-on experience of practical cases."
MINE8930,MINE8930Undergraduate,Uranium Mining Fundamentals,Faculty of Engineering,Minerals Energy Resources Eng,,"uranium,mining,fundamentals,uran,management",,,,,,Course Link,,"Uranium Mining Fundamentals will cover all stages of mining, from exploration of ore geology to mine feasibility and design and mine operation. Global and Australian uranium potential and leading practices for mining uranium will be evaluated and critiqued. Mining methods considered for efficient and safe extraction of uranium will include open cut, underground and In Situ Recovery (ISR) leach methods. The fundamentals of mine geomechanics, including slope stability and ground support requirements, will be presented as part of mining method selection, along with consideration of grade control and ventilation for safe underground mining. Fundamentals of milling and chemical processing of uranium ore will be presented, focusing mostly on production to the yellow cake stage (uranium oxide powders). Technical aspects of mining and milling operations are complimented with consideration of health and safety, economic, community, environmental and regulatory issues associated with uranium mining, presented within a risk management framework. "
MINE8950,MINE8950Undergraduate,Sustainable Tailings Management,Faculty of Engineering,Minerals Energy Resources Eng,,"sustainable,tailings,management,sust,finance",,,,,,Course Link,,"This course provides an overview of the critical considerations in the siting, construction, stability, operation, maintenance and rehabilitation of tailings storage facilities (TSFs) for sustainable tailings management. It is divided into four modules: (1) background, characterisation and behaviour of tailings, (2) TSF siting, design and construction, (3) TSF water management, operations and monitoring, and (4) TSF closure, rehabilitation and sustainable practices"
MMAN1130,MMAN1130Undergraduate,Design and Manufacturing,Faculty of Engineering,School of Mech & Manf. Eng,,"design,manufacturing,desi,management,systems",,,,,,Course Link,,"In this course, you will learn how to create graphical outputs such as 3D models and engineering drawings that facilitate design solutions. Additionally, you will acquire the skills necessary to take your computer-aided design (CAD) model from the virtual world and machine it on a computer numerical control (CNC) machine. By the end of the term, you will have the skills and knowledge to marvel at your own machined creation."
MMAN2300,MMAN2300Undergraduate,Engineering Mechanics 2,Faculty of Engineering,School of Mech & Manf. Eng,,"engineering,mechanics,engi,management,design",,,,,,Course Link,,"This course provides essential knowledge and skills for students to analyse the kinematics and kinetics of rigid bodies and mechanical vibrations. Topics include the following: Plane kinematics and kinetics of rigid bodies; Equations of motion, work and energy; Introduction to mechanical vibration; Free and forced responses of single degree-of-freedom spring-mass-damper systems, vibration isolation; Harmonic analysis; Linear vibrations of multi-degree-of freedom systems."
MMAN2700,MMAN2700Undergraduate,Thermodynamics,Faculty of Engineering,School of Mech & Manf. Eng,,"thermodynamics,ther,management,design,research",,,,,,Course Link,,"This course introduces the students to the terminology, principles and methods used in engineering thermodynamics."
MMAN3200,MMAN3200Undergraduate,Linear Systems and Control,Faculty of Engineering,School of Mech & Manf. Eng,,"linear,systems,control,line,management",,,,,,Course Link,,"This course aims to introduce students to the fundamental principles of control theory for dynamic systems. It provides an overview of modelling, feedback control, and stability analysis as the essential foundation for designing control systems for a wide variety of applications, such as stability control, fluid flow control, and temperature regulation"
MMAN3400,MMAN3400Undergraduate,Mechanics of Solids 2,Faculty of Engineering,School of Mech & Manf. Eng,,"mechanics,solids,mech,management,design",,,,,,Course Link,,"Membrane stresses in axisymmetric shells, simple bending, bending of composite and reinforced concrete beams, principal and cross moments of area, unsymmetrical bending, transverse shear stresses in beams, shear centre, column buckling, theory of elasticity: compatibility - equilibrium - constitutive equations - plane stress/strain, st Venant's principal, application of theory of elasticity to axisymmetric problems, torsion of prismatic bars, torsion of multiply connected thin-walled sections, deflection analysis based on the principle of virtual work, fatigue and fracture"
MMAN4200,MMAN4200Undergraduate,Additive Manufacturing,Faculty of Engineering,School of Mech & Manf. Eng,,"additive,manufacturing,addi,management,design",,,,,,Course Link,,"This course will introduce you to the fundamental aspects of additive manufacturing. This course will focus on various additive manufacturing techniques where you will gain basic knowledge and theory about the history, development and fundamental engineering aspects of this technique. You will also cover additive manufacturing process optimization including the selection and use of materials as well as look at the current major applications where additive manufacturing is used in addition to investigating the future development of this emerging manufacturing technique"
MMAN4250,MMAN4250Undergraduate,Micro/Nanofabrication and Technology,Faculty of Engineering,School of Mech & Manf. Eng,,"micro,nanofabrication,technology,micr,management",,,,,,Course Link,,"This course offers an in-depth exploration of micro and nanofabrication technologies, leading the forefront of innovation in diverse sectors such as electronics, healthcare, aerospace, renewable energy, and bioengineering. It will provide opportunities for students to develop advanced manufacturing technologies skills and knowledge which is crucial for enhancing their competitiveness in today's job market."
MMAN4400,MMAN4400Undergraduate,Engineering Management,Faculty of Engineering,School of Mech & Manf. Eng,,"engineering,management,engi,finance,design",,,,,,Course Link,,"The course presents four subject areas, considered to be critical in terms of managing and leading engineering operations."
MMAN4410,MMAN4410Undergraduate,Finite Element Methods,Faculty of Engineering,School of Mech & Manf. Eng,,"finite,element,methods,fini,management",,,,,,Course Link,,This course covers aspects of both the physical and biological environments of the sea and their inter-relationships. It depicts marine science as a body of knowledge and a process of continual enquiry and testing of ideas. It considers human impacts on the marine environment and how the principles and methods of science in general are used to predict and to solve the problems created by human activities.
MSCI0501,MSCI0501Undergraduate,The Marine Environment,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"marine,environment,the,management,design",,,,,,Course Link,,"This course introduces students to a cross-section of the theory and application of marine science and includes an opportunity to experience field research. Spanning the disciplines of geology, chemistry, physics, and biology provides a fundamental understanding of how oceans work. Topics covered include: the chemistry of seawater; air-sea interactions; ocean circulation; waves, tides, and coastlines; biological productivity and biological diversity; problems and solutions to issues facing marine ecosystems. Lectures and tutorials are face to face. The course requires a compulsory four-day fieldtrip to Smiths Lake is held during the mid-term break, involving personal costs for students."
MSCI1001,MSCI1001Undergraduate,Introductory Marine Science,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"introductory,marine,science,intr,management",,,,,,Course Link,,"This course will provide you with that broad understanding of the systems, threats and conversation efforts. You will learn about the components that make up a coral reef system: the coral animal/plant symbiosis, fish, algae, invertebrates and larger mammals, and the interactions between them. You will also learn about the physical environment: temperature, ocean currents, ocean chemistry that strongly affect the coral system, as well as how all these systems are being affected by climate change. Finally, you will investigate major threats faced by coral reefs and explore how we can manage and conserve these ecosystems."
MSCI2060,MSCI2060Undergraduate,Coral Reefs in a Changing Climate,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"coral,reefs,changing,climate,cora",,,,,,Course Link,,
MSCI3001,MSCI3001Undergraduate,Physical Oceanography,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"physical,oceanography,phys,management,design",,,,,,Course Link,,"The way water circulates around the oceans impacts climate variability and change, marine ecology and human society and economy. In this course, we will dive into the way the ocean works throughout our lectures, tutorials and lab-based classes. From the East Australian Current to the global conveyor belt, and from eddies to beach waves. We will cover the properties and dynamics of the ocean, how we measure the ocean, and methods for analyzing oceanographic information, applying our understanding to problems like El Nino, the great garbage patches and Global Warming. Assumed knowledge: Any 6 Units of Credit of Level I Mathematics."
MSCI6681,MSCI6681Undergraduate,Topics in Australian Marine Science,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"topics,australian,marine,science,topi",,,,,,Course Link,,"This Unit of Study will introduce students to current research undertaken in various disciplines of marine science in Australia. This unit is co-taught at the Sydney Institute of Marine Science (SIMS) with contributions from the University of Sydney. Lectures and tutorials will be taught by leading marine science researchers. Topics will cover physical and biological oceanography, climate change, molecular ecology, aquaculture, marine biology and marine geosciences. In practical classes, students will analyse and interpret temperature, salinity, plankton, remote-sensed, and acoustic telemetry data from the Integrated Marine Observing System"
MTRN2500,MTRN2500Undergraduate,Computing for Mechatronic Engineers,Faculty of Engineering,School of Mech & Manf. Eng,,"computing,mechatronic,engineers,comp,management",,,,,,Course Link,,"The courses in the Mechatronics discipline are built upon four different areas. They are: mechanical design, computing, electronics and microprocessors, and control systems. The latter three areas are interrelated, and this course forms a cornerstone of the fundamental courses on which the Mechatronic Engineering program at UNSW is built. A high level of programming skill is necessary to develop customised interface routines to communicate with/control various elements of Mechatronic systems. This knowledge is essential in programming control systems and developing software modules for the interfacing of various hardware elements together to form complete Mechatronic Systems. "
